|about|category|category_list|company_overview|description|emails|engagement|fan_count|general_info|id|is_permanently_closed|link|mission|name|phone|single_line_address|username|website|founded|hours|location|verification_status|birthday|privacy_info_url
103|Rode Kruis Someren is een zelfstandige afdeling die onder de vlag van het Rode Kruis Nederland staat.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '152880021441864', 'name': 'Community Organization'}]||"Wat doen we

Sociale- en creatieve activiteiten.
In Someren organiseert het Rode Kruis diverse sociale creatieve middagen. U kunt meedoen in Cultureel Centrum De Ruchte, Someren
Gemeenschapshuis De Weijers, Someren-Noord
Henricushof, Lierop
Huiskamer project Den Einder, Someren-Eind.
Gezellig meedoen met kaarten, biljarten en buurten met een kopje koffie/thee.

Combi-contactgroep
Voor mensen met een beperking wordt eenmaal per maand op woensdagochtend een activiteit georganiseerd. Er zijn excursies en presentaties, maar er is ook gewoon een gezellig samenzijn met koffie/thee.

Vriendschappelijke sociaal huisbezoek - Hulp op maat. Voor mensen die beperkt zijn in hun mogelijkheden om contacten met anderen te leggen en te onderhouden, is het mogelijk om regelmatig bezoek te krijgen van een vrijwilliger van het Rode Kruis. De doelstelling van sociaal huisbezoek is het bieden van een luisterend oor en persoonlijk contact. Ook zijn er vrijwilligers die mensen begeleiden met vervoer, boodschappen doen etc.

Vakantieprojecten
Het Rode Kruis biedt de mogelijkheid voor mensen die door omstandigheden moeilijk op vakantie kunnen, mee te gaan met de vakantieboot Henry Dunant of te logeren in de Rode Kruis bungalow in Lierop"|['rodekruissomeren@gmail.com']|{'count': 49, 'social_sentence': '49 people like this.'}|49.0||762872473789868|0.0|https://www.facebook.com/rodekruis.someren/|"De grondbeginselen van het Rode Kruis:

Menslievendheid
Onpartijdigheid
Neutraliteit
Onafhankelijkheid
Vrijwilligheid
Eenheid
Algemeenheid"|Rode Kruis Someren||Heiveldsestraat 21, 5711 PB Someren|rodekruis.someren|http://www.rodekruis.nl/|De dames Roels, Widlak, Smits, Van der Weerden, Velkamp en zuster Cantianilla, de heren Loomans, Van Gestel, Smulders en Leijssen||||03/16/1976|
104|De afdeling Gouda en omstreken bestaat uit zo'n 150 leden en vrijwilligers en is een van de oudste afdelingen van Nederland. |Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '226326230802065', 'name': 'Charity Organization'}]|Het Rode Kruis verleent hulp aan iedereen, zonder onderscheid te maken. In Nederland en ver daarbuiten. Dat doen we in met dertigduizend vrijwilligers en vierhonderd beroepskrachten in 251 afdelingen, 25 districten en 6 Caribische afdelingen. We kunnen hierbij rekenen op de steun van ruim een half miljoen leden en donateurs.|Het Nederlandse Rode Kruis helpt. Zowel wereldwijd als om de hoek. De essentie van onze nationale en internationale noodhulp is 'altijd als eerste'. Het Rode Kruis is altijd als eerste ter plaatse in rampsituaties, overal ter wereld. Het Rode Kruis is daadkrachtig, energiek en weet hoe te handelen onder extreme omstandigheden. Het Rode Kruis is aanwezig in 186 landen, heeft tientallen miljoenen vrijwilligers, is onpartijdig en helpt iedereen en overal. In sociale activiteiten is het Rode Kruis 'altijd dichtbij'. Het Rode Kruis is in de Goudse regio volop aanwezig, heel dichtbij, in de wijk en zelfs bij u in de straat. Het Rode Kruis biedt hulp en aandacht aan de meest kwetsbaren in onze samenleving.|['info@rodekruisgouda.nl']|{'count': 371, 'social_sentence': '371 people like this.'}|371.0||202823833085002|0.0|https://www.facebook.com/rodekruisgouda/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor ieder persoon, in het bijzonder tijdens gewapende conflicten en andere noodsituaties. Hiervoor mobiliseren we de kracht van menslievendheid en solidariteit: we brengen vrijwillige hulpverleners en donoren samen met mensen in nood en geven zo invulling aan de verantwoordelijkheid van ons allemaal om anderen te helpen.|Rode Kruis afd. Gouda|+31182235100|Punt 6, 2801 PZ Gouda|rodekruisgouda|http://www.rodekruisgouda.nl|28 juli 1870||||07/28/1870|
106||Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|||['rodekruis-bunschoten@hetnet.nl']|{'count': 18, 'social_sentence': '18 people like this.'}|18.0||511099769275066|0.0|https://www.facebook.com/Rode-Kruis-Bunschoten-spakenburg-Eo-511099769275066/||Rode Kruis Bunschoten-spakenburg E.o.||Pr. Irenestraat, 3751 DH Bunschoten||https://www.rodekruis.nl||||||
107|Welkom op de Facebookpagina van het Rode Kruis Leerdam en omgeving. |First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '152880021441864', 'name': 'Community Organization'}]||Rode Kruis Leerdam is er voor iedereen! Wij bieden Eerste Hulp opleidingen en ondersteuning bij evenementen en rampen. Maar wat veel mensen niet weten is dat wij ook sociale zorg bieden, ter bestrijding van eenzaamheid. Wij doen dit o.a. door middel van huisbezoeken en vieringen te organiseren zoals kerst en sinterklaas. Daarnaast hebben wij een signalerende functie en dragen wij bij aan de algehele woon/leef veiligheid. |['info@rodekruisleerdam.nl']|{'count': 458, 'social_sentence': '458 people like this.'}|458.0||235074816680979|0.0|https://www.facebook.com/rodekruisleerdam/||Rode Kruis Leerdam|0345-618566|Kerkelaantje 14, 4163 LH Oosterwijk, Zuid-Holland, Netherlands|rodekruisleerdam|http://rodekruisleerdam.nl||||||
108|Wij zijn een lokale Rode Kruis vereniging die zich inzet bij evenementen.|Local Service|[{'id': '1758418281071392', 'name': 'Local Service'}]|||['ehbo.rijssen@rodekruis.nl']|{'count': 46, 'social_sentence': '46 people like this.'}|46.0||2015132978780584|0.0|https://www.facebook.com/Rode-Kruis-Rijssen-2015132978780584/||Rode Kruis Rijssen|06-40658111|Roelf Bosmastraat 47, 7462 MZ Rijssen||||||||
109|De afdeling Assen-Vries van het Rode Kruis bied EHBO-lessen en de mogelijkheid om mee te doen met EHBO-inzetten op evenementen als je dat leuk lijkt.|Charity Organization|[{'id': '226326230802065', 'name': 'Charity Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '2235', 'name': 'Non-Governmental Organization (NGO)'}]||"De afdeling Assen-Vries bestaat uit een ervaren en enthousiaste groep vrijwilligers.

Bij het Rode Kruis kun je je EHBO-diploma halen. Ook kun je een aantekening krijgen voor kinder-EHBO of reanimatie met een AED.

Als je wilt kun je vrijwilliger worden en meedraaien als EHBO'er op evenementen. We zijn altijd op zoek naar nieuwe mensen om ons team te versterken. Het is ook nog eens heel leerzaam om je kennis af en toe eens in de praktijk toe te passen.

Als je een evenement organiseert en je hebt EHBO nodig dan kunnen wij je uiteraard ook helpen."|['rodekruisassen-vries@hetnet.nl']|{'count': 99, 'social_sentence': '99 people like this.'}|99.0||737687826291590|0.0|https://www.facebook.com/RodeKruisAV/||Rode Kruis Assen-Vries||Delft 73, 9406 GD Assen|RodeKruisAV|http://www.rodekruis.nl/afdeling/assen-vries||||||
110||Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}]||Wij organiseren diverse EHBO cursussen. Van een uitgebreide EHBO cursus tot een cursus EHBO bij kinderen.|['rvanhuizen@rodekruis.nl']|{'count': 24, 'social_sentence': '24 people like this.'}|24.0||1427567100643910|0.0|https://www.facebook.com/Rodekruishoogezand/||Rode Kruis Hoogezand-Sappemeer e.o.|0612622996|Rembrandtlaan 72a, 9601XD Hoogezand|Rodekruishoogezand|||||||
111|Dit is de pagina van de regio Duin- en Bollenstreek van het Nederlandse Rode Kruis|Community|[{'id': '2612', 'name': 'Community'}]||Dit is de pagina van de regio Duin- en Bollenstreek van het Nederlandse Rode Kruis||{'count': 80, 'social_sentence': '80 people like this.'}|80.0||158550187652597|0.0|https://www.facebook.com/RodeKruissassenheim/||Rode Kruis afdeling Duin- en Bollenstreek||Rijksstraatweg 22i, Sassenheim|RodeKruissassenheim|http://www.rodekruis.nl||||||
112|Dé Facebookpagina van de afdeling Meierijstad+Boxtel+Boekel van het Rode Kruis voor het laatste nieuws. Deel hier jouw activiteiten voor het Rode Kruis!|Public & Government Service|[{'id': '147714868971098', 'name': 'Public & Government Service'}]||||{'count': 106, 'social_sentence': '106 people like this.'}|106.0||830489373796285|0.0|https://www.facebook.com/RodekruisMBB/||Rode Kruis Meierijstad Boxtel Boekel||Evertsenstraat 1, 5463 HM Veghel|RodekruisMBB|http://www.rodekruismbb.nl||||||
113|Wij helpen mensen in nood. Dat doen we om de hoek – en ver weg. Dat doen we vanuit ons hart en met de mouwen opgestroopt. Want wij zijn het Rode Kruis.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '152880021441864', 'name': 'Community Organization'}]|Het Rode Kruis is de hulporganisatie op het gebied van noodhulp, zelfredzaamheid en EHBO / Eerste hulp.|"Evenementenhulpverlening.

Binnen de gemeente IJsselstein worden door het hele jaar heen verschillende evenementen georganiseerd. Bij veel van deze evenementen wordt EHBO verplicht gesteld.

Het Rode Kruis afdeling IJsselstein heeft een enthousiaste groep vrijwilligers die door weer en wind, met veel passie uw evenement veilig houdt. Deze groep is speciaal opgeleid voor hulpverlening bij evenementen. 

Vraag vrijblijvend een offerte aan.

https://goo.gl/forms/x98NX88joGP8E15o2
"|['bestuurijsselstein@rodekruis.nl']|{'count': 109, 'social_sentence': '109 people like this.'}|109.0||748138658620674|0.0|https://www.facebook.com/rodekruis.ijsselstein/|"Het Rode Kruis richt zich acute noodhulp. In binnen- en buitenland doen wij
er alles aan om te voorkomen dat iemand in tijden van nood er alleen voor staat; dat iedereen zo goed mogelijk is voorbereid op een noodsituatie; en dat mensen bereid zijn elkaar in geval van nood te helpen."|Rode Kruis, Afdeling IJsselstein||Duitslandstraat 7, 3402 TJ IJsselstein|rodekruis.ijsselstein|https://www.rodekruis.nl/ijsselstein/||||||
114|Het Rode Kruis in de Gooi en Vechtstreek Torenlaan 11B 1402 AT Bussum 035-6922622 gooienvechtstreek@redcross.nl www.rodekruis.nl|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '226326230802065', 'name': 'Charity Organization'}]|"Het Nederlandse Rode Kruis
Torenlaan 11B
1402 AT BUSSUM
035-6922622
gooienvechtstreek@redcross.nl
www.rodekruis.nl"|"het Rode Kruis werkt vanuit de zeven grondbeginselen:
1. Menslievendheid
2. Onpartijdigheid
3. Neutraliteit
4. Onafhankelijkheid
5. Vrijwilligheid
6. Eenheid
7. Algemeenheid"|['gooienvechtstreek@redcross.nl']|{'count': 225, 'social_sentence': '225 people like this.'}|225.0|"het Rode Kruis zet zich in voor:
Strategisch doel 1- Beperken van de gevolgen van noodsituaties
Strategisch doel 2- Versterken van zelfredzaamheid
Strategisch doel 3- Vergroten van respect en hulpbereidheid"|417570191637526|0.0|https://www.facebook.com/rodekruisgooienvechtstreek/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn. |Het Rode Kruis district Gooi en Vechtstreek|035-6922622|Torenlaan 11B, 1402 AT Bussum|rodekruisgooienvechtstreek|http://www.rodekruis.nl/afdeling/gooi-en-vechtstreek|1863(landelijke Rode Kruis)|{'mon_1_open': '09:00', 'mon_1_close': '17:00', 'tue_1_open': '09:00', 'tue_1_close': '17:00', 'wed_1_open': '09:00', 'wed_1_close': '17:00', 'thu_1_open': '09:00', 'thu_1_close': '17:00', 'fri_1_open': '09:00', 'fri_1_close': '17:00'}||||
115|Het officiële Facebook account van het Jongeren Rode Kruis Aalsmeer en Uithoorn. Wij zetten ons vrijwillig in om mensen in een sociaal isolement te helpen en een leuke dag te geven. |Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||"Wij zijn een team van 8 jongeren en zetten ons vrijwillig in voor mensen in een sociaal isolement. Denk hierbij aan ouderen en mensen met een beperking. Hiernaast krijgen wij hulp van een groep scholieren en studenten om onze activiteiten te realiseren. 

Altijd al meer willen weten over ons? Kijk dan in het fotoalbum: 'Informatie Jongeren Rode Kruis Aalsmeer & Uithoorn' :D. Vragen? Wees dan niet bang om een berichtje te sturen via Facebook of mail naar: jongerenrodekruis@hotmail.nl"|['jongerenrodekruis@hotmail.nl']|{'count': 424, 'social_sentence': '424 people like this.'}|424.0||382490825146330|0.0|https://www.facebook.com/JongerenRodeKruis/|Het helpen van mensen in een sociaal isolement en het bevorderen van de zelfredzaamheid.|Jongeren Rode Kruis, Aalsmeer & Uithoorn||Aalsmeer, Uithoorn|JongerenRodeKruis|http://www.twitter.com/jjrodekruis||||||
116|GROEI! Door anderen te helpen. Wil jij graag samen met ons de minder zelfredzame mensen in onze samenleving helpen? Meld je dan aan als vrijwilliger!|Cause|[{'id': '2606', 'name': 'Cause'}]||||{'count': 189, 'social_sentence': '189 people like this.'}|189.0||1616005608618154|0.0|https://www.facebook.com/Studentendesk-Rode-Kruis-Twente-1616005608618154/||Studentendesk Rode Kruis Twente||Enschede||http://www.rodekruis.nl/wat-kunt-u-doen/jongeren/studentendesks/studentendesk-enschede||||||
117|Een afdeling van het Nederlandse Rode Kruis met c.a.  60 vrijwilligers actief in de gemeente Valkenswaard  en omliggende dorpen.|First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '170968163319233', 'name': 'Community Service'}, {'id': '192119584190796', 'name': 'Event'}]|evenementenhulp|Een afdeling van het Nederlandse Rode Kruis met c.a. 60 vrijwilligers die in de gemeente Valkenswaard en omliggende dorpen actief is met het aanbieden van activiteiten die de zelfredzaamheid van kwetsbaren in de samenleving bijzondere aandacht geven. Verzorgen EHBO opleidingen, bieden Eerste hulp aan tijdens evenementen|['valkenswaard@rodekruis.nl']|{'count': 274, 'social_sentence': '274 people like this.'}|274.0||365741073527195|0.0|https://www.facebook.com/RodeKruisValkenswaard/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen.|Het Nederlandse Rode Kruis afdeling  Valkenswaard/A2||Gelukken 15a, 5552 LD Valkenswaard|RodeKruisValkenswaard|http://www.rodekruis.nl/valkenswaard-cranendonck||||||
118|Conscious Cinema is een serie bewustmakende filmavonden in Noord Holland om het thema van Serious Request 2017 onder de aandacht te brengen. Help ons mee om families weer samen te brengen, door jouw filmdonatie aan Conscious Cinema!|Community|[{'id': '2612', 'name': 'Community'}]||In de week voor kerst haalt 3FM Serious Request geld op om ouders en kinderen te herenigen. Wereldwijd zijn meer dan vier miljoen familieleden elkaar kwijt door een ramp of conflict. Samen met NPO 3FM, Movies that Matter en meerdere filmtheaters organiseren we Conscious Cinema, een reeks bewustmakende filmavonden, rondom dit onderwerp.||{'count': 23, 'social_sentence': '23 people like this.'}|23.0||181323589116215|0.0|https://www.facebook.com/ConsciousCinemaRK/||Rode Kruis Conscious Cinema||De Noord, Noord-Holland, Netherlands|ConsciousCinemaRK|https://kominactie.3fm.nl/actie/conscious-cinema||||||
119|Het Rode Kruis staat klaar voor wie hulp nodig heeft, dichtbij en ver weg!|Cause|[{'id': '2606', 'name': 'Cause'}]||"Het Rode Kruis voert veel activiteiten uit, zoals het verlenen van Eerste Hulp op evenementen, het bieden van EHBO cursussen en het verlenen van hulp bij rampen. Ook helpen we mensen veilig thuis te leven en bieden we sociale activiteiten aan.
Overal ter wereld staat het Rode Kruis klaar om de gevolgen van noodsituaties te beperken."|['info@rodekruisamstelveen.nl']|{'count': 87, 'social_sentence': '87 people like this.'}|87.0|Kantoor (geopend ma t/m vrijdag 9.00-12.00 uur)|506523919370512|0.0|https://www.facebook.com/Rode-Kruis-Amstelveen-506523919370512/|"Wie helpen wij?
Wij helpen mensen die eenzaam zijn, gehandicapt of chronisch ziek, ouderen, of bezoekers van een evenement die EHBO nodig hebben.

Wat doen wij?
Het Rode Kruis Amstelveen organiseert onder meer wandeltochten voor ouderen, rolstoelfietsen, middagje uit, geliefde vakanties met extra veel zorg, creatief  activiteiten tot elkaar, de telefooncirkel, EHBO en Reanimatie/AED cursussen.

Het Rode Kruis Amstelveen is met ruim 125 vrijwilligers actief in Amstelveen. Zonder hen kunnen wij niet de hulp bieden die we willen. Ze zijn onder meer werkzaam als chauffeur, vakantiebegeleider, coördinator of als Eerste Hulpverlener."|Rode Kruis Amstelveen|020-6414499|Van der Leeklaan 3, 1185DM Amstelveen||http://rodekruisamstelveen.nl|1936|||||
120||Charity Organization|[{'id': '226326230802065', 'name': 'Charity Organization'}]||||{'count': 6, 'social_sentence': '6 people like this.'}|6.0||662256273830160|0.0|https://www.facebook.com/pages/Rode-Kruis-Haarlemmermeer/662256273830160||Rode Kruis Haarlemmermeer||Nieuweweg 33b, 2132CK Hoofddorp||||||||
121|Rode Kruis locatie Sliedrecht|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||Rode Kruis afdeling Sliedrecht|['administratie@rodekruissliedrecht.nl']|{'count': 59, 'social_sentence': '59 people like this.'}|59.0||346026015462894|0.0|https://www.facebook.com/rodekruissliedrecht/||Rode Kruis locatie Sliedrecht||maaslaan 10, Sliedrecht|rodekruissliedrecht|http://www.rodekruissliedrecht.nl|1932|||||
122||Charity Organization|[{'id': '226326230802065', 'name': 'Charity Organization'}]||||{'count': 6, 'social_sentence': '6 people like this.'}|6.0||924373094316235|0.0|https://www.facebook.com/pages/Rode-Kruis-Geleen/924373094316235||Rode Kruis Geleen|0464752462|Kinkenweg 13A, Geleen||https://www.rodekruis.nl/geleen/||||||
123|Op deze pagina vind u informatie over de activiteiten van Rode Kruis Helmond eo. |Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|||['info@rodekruishelmond.nl']|{'count': 69, 'social_sentence': '69 people like this.'}|69.0||325069757689137|0.0|https://www.facebook.com/nrkhelmond/||Rode Kruis Helmond|0642234310|Nachtegaallaan 215, Helmond|nrkhelmond|http://www.rodekruishelmond.nl/|||||09/13/1914|
124||Medical Center|[{'id': '228143393877753', 'name': 'Medical Center'}]||||{'count': 3, 'social_sentence': '3 people like this.'}|3.0||329302207868730|0.0|https://www.facebook.com/pages/Rode-Kruis-Beverwijk/329302207868730||Rode Kruis Beverwijk||NRK Beverwijk, Beverwijk||||||||
126|Met 100+ vrijwilligers zetten we ons in voor o.a. sociale hulp, eerste hulp bij evenementen, de jaarlijkse collecte, speciale vakanties & het tracing team.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}]||"De enthousiaste vrijwilligers van het Rode Kruis afdeling Castricum komen uit Castricum, Limmen, Akersloot en de Woude.

Op de hoogte blijven van het nieuws rondom Rode Kruis Castricum? Volg dan onze Facebookpagina. Vragen zijn altijd welkom en zullen we zo spoedig mogelijk beantwoorden. "|['bestuur@rodekruiscastricum.nl']|{'count': 89, 'social_sentence': '89 people like this.'}|89.0||359341887737312|0.0|https://www.facebook.com/rodekruiscastricum/||Rode Kruis Castricum|0251 - 657434|Bullerlaan, 1901 VW Castricum|rodekruiscastricum|http://www.rodekruis.nl/afdeling/castricum||||||
127|"Rode kruis Meppel-nijeveen 
bied met behulp van onze vrijwilligers eerste hulp bij evenementen
"|Medical Company|[{'id': '2243', 'name': 'Medical Company'}]||||{'count': 34, 'social_sentence': '34 people like this.'}|34.0||753762354723390|0.0|https://www.facebook.com/Rode-Kruis-Meppel-Nijeveen-753762354723390/|"het rode kruis staat voor de volgende grondbeginselen:

1 menslievendheid

2 onpartijdigheid

3 neutraliteit

4  onafhankelijkheid

5  vrijwilligheid

6  eenheid

7 algemeenheid"|Rode Kruis Meppel - Nijeveen|06- 40282005|Schaperstraat 16 B, 7942 AR Meppel||http://www.rodekruis.nl/afdeling/meppel-nijeveen||||||
128||Charity Organization|[{'id': '226326230802065', 'name': 'Charity Organization'}]||||{'count': 2, 'social_sentence': '2 people like this.'}|2.0||1484516895137271|0.0|https://www.facebook.com/pages/Rode-Kruis-Zaandam/1484516895137271||Rode Kruis Zaandam||Penningweg 27, Zaandam||www.rodekruiszawa.nl||||||
129|Yoga Asem, Hanna's nagelstudio, Adara beauty salon, Cosmetic team, Cesar therapie, fysiotherapie Ailyn Soldaat, Met Pitt creatief atelier, De Boer juridisch advies & incasso, make-up en haarstyliste Albertine Visser.|Community|[{'id': '2612', 'name': 'Community'}]||In ondernemingscentrum het Rode Kruis kunt u terecht voor: huidverbetering, acne, definitief ontharen, yoga, fysiotherapie, cesar oefentherapie, nagelstudio, permanente make-up, haarstyliste, make-up, wenkbrauwen specialist, ontwerp van o.a. geboortekaartjes en trouwkaarten, fotografie, juridische advies & incasso. ||{'count': 271, 'social_sentence': '271 people like this.'}|271.0||762838530480167|0.0|https://www.facebook.com/Ondernemingscentrum-het-Rode-Kruis-762838530480167/||Ondernemingscentrum het Rode Kruis||wijk 8-2, 8321TJ Urk||Www.muahaarstylistealbertine.nl||||||
130||Public & Government Service|[{'id': '147714868971098', 'name': 'Public & Government Service'}]||||{'count': 4, 'social_sentence': '4 people like this.'}|4.0||591220717707042|0.0|https://www.facebook.com/pages/Het-Rode-Kruis-Tilburg/591220717707042||Het Rode Kruis Tilburg||Tilburg (gemeente)||||||||
131||Local Business|[{'id': '2500', 'name': 'Local Business'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||301774466630703|0.0|https://www.facebook.com/Rode-Kruis-Amsterdam-301774466630703/||Rode Kruis Amsterdam||Amsterdam||||||||
132|EHBO opleiding en -diensten|Education|[{'id': '2250', 'name': 'Education'}]||Informatie over opleiding EHBO, AED en hulpverlening bij evenementen||{'count': 49, 'social_sentence': '49 people like this.'}|49.0||650087565063717|1.0|https://www.facebook.com/Rode-Kruis-afd-Lienden-650087565063717/||Rode Kruis afd. Lienden||Verbrughweg 2A, 4033 GP Lienden||||||||
133|Het biketeam van het Rode Kruis Afd. Weert e.o. is een groep goed getrainde en enthousiaste bikers en EHBO'ers|Medical Company|[{'id': '2243', 'name': 'Medical Company'}]||||{'count': 73, 'social_sentence': '73 people like this.'}|73.0||172885972918193|0.0|https://www.facebook.com/Biketeam-Rode-Kruis-Weert-172885972918193/||Biketeam Rode Kruis Weert|0495-533300|rode kruis gebouw weert, Weert||http://www.rodekruis.nl/afdeling/weert/paginas/afdeling%20weert%20en%20omstreken.aspx|||||11/09/2013|
134||First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||174275409897002|0.0|https://www.facebook.com/pages/Rode-Kruis-Zeist/174275409897002||Rode Kruis Zeist||Kwartellaan 13, 3704 ET Zeist||||||||
135|Ook de 30e editie van het Haagse Rode Kruis Gala was een succes. Wilt  u of uw bedrijf deelnemen aan de 31ste editie? Kijk op de gala website! Voor informatie over het Rode Kruis, afdeling Den Haag kunt u terecht op www.rodekruis.nl/den-haag|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '2612', 'name': 'Community'}]||"Op 11 november 2017 vindt de 30e editie van het Haagse Rode Kruis Gala plaats. Wilt u dit jaar aanwezig zijn? Kijk op onze website!


Galacommissie 2017:            

- Desiree Curfs, directeur Stroomopwaarts, voorzitter
- Ad Blokland, projectbureau NED, secretaris
- Daphne Talbot, manager Rode Kruis afdeling Den Haag
- Laura Martini, bestuurslid Rode Kruis afdeling Den Haag    

Ambassadeurs 2017:      

- Frits Huffnagel, directeur Frits Huffnagel Citymarketing & Communicatie
- Rob Truijens, directeur Business Haaglanden
- Dries Kout, directeur Weighpack
- Remmert Keizer, directeur GJ Personeelsdiensten
- Sandra van den Ent, directeur LinkedPerfect BusinessClub
- Gertjan Freutel, Executive Director Julius Baer Netherlands

Comité van Aanbeveling 2017:

- Pauline Krikke, burgemeester Den Haag
- Sjaak van der Tak, burgemeester Westland
- Fréderique Hofstede, medisch manager Juliana Kinderziekenhuis
- Martin van Pernis, voormalig CEO van Siemens Nederland
- Erica Terpstra, maakster van het televisieprogramma “Erica op reis”"|['adblokland@xs4all.nl']|{'count': 164, 'social_sentence': '164 people like this.'}|164.0||479552842125042|0.0|https://www.facebook.com/HaagseRodeKruisGala/|Het Haagse Rode Kruis Gala werft fondsen voor de Haagse afdeling van het Rode Kruis om hen te ondersteunen in hun hulp aan de meest kwetsbaren in de samenleving.|Haagse Rode Kruis Gala|+316 5108 2122|Zilverstraat 2, 2544 ER Den Haag|HaagseRodeKruisGala|https://rodekruisdenhaaggala.nl/||||||
136|Rode Kruis afdeling Valkenburg aan de Geul / Nuth|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||Rode Kruis afdeling Valkenburg aan de Geul / Nuth|['info.valkenburg-nuth@rodekruis.nl']|{'count': 60, 'social_sentence': '60 people like this.'}|60.0||1925434677706760|0.0|https://www.facebook.com/rodekruisvalkenburgnuth/||Rode Kruis Valkenburg aan de Geul/Nuth|043 604 1057|Bosstraat 5B, 6301 HM Valkenburg, Limburg, Netherlands|rodekruisvalkenburgnuth|http://www.rodekruisvalkenburg.nl/||||||
137|Wij zijn de initiatiefgroep Eye 2 Eye. Wij zijn een groep vrijwilligers die het leuk vinden om vakanties te organiseren voor jongeren met een visuele beperking. Dit doen wij onder de verantwoordelijkheid van het Rode Kruis Goeree Overflakkee. Eye 2 Eye is|Cause|[{'id': '2606', 'name': 'Cause'}]||"WAT IS EYE 2 EYE?
Wij zijn de initiatiefgroep Eye 2 Eye. Wij zijn een groep vrijwilligers die het leuk vinden om vakanties te organiseren voor jongeren met een visuele beperking. Dit doen wij onder de verantwoordelijkheid van het Rode Kruis Goeree Overflakkee. Eye 2 Eye is afhankelijk van donaties van derden en van de eigen bijdragen van gasten. Met elkaar beleven we een leuk weekend of een korte vakantie. Wij bieden begeleiding waar nodig, maar stimuleren zelfredzaamheid waar mogelijk. 

GRONDBEGINSELEN RODE KRUIS
Het Rode Kruis kent de volgende grondbeginselen:

MENSLIEVENDHEID
Het Rode Kruis wil lijden van mensen voorkomen en verzachten, vanuit respect voor ieder mens. Het streeft naar tolerantie, vriendschap en samenwerking en naar blijvende vrede tussen mensen.

ONPARTIJDIGHEID
Mensen in de grootste nood worden door het Rode Kruis het eerst geholpen. Nationaliteit, ras, geloof, afkomst of politieke mening spelen bij deze keuze géén enkele rol.

NEUTRALITEIT
Het Rode Kruis kiest bij conflicten geen partij. Het kiest altijd voor de slachtoffers, tot welke zijde ze ook behoren.

ONAFHANKELIJKHEID
Het Rode Kruis beslist onafhankelijk van de overheid, zodat het altijd volgens de grondbeginselen kan blijven werken.

VRIJWILLIGHEID
Het Rode Kruis werkt met mensen die zich vrijwillig inzetten en die niet uit zijn op persoonlijk gewin.

EENHEID
In ieder land kan maar één Rode Kruis- of Halve Maanverenging zijn. Deze staat open voor iedereen en is werkzaam in het hele land.

ALGEMEENHEID
Het Rode Kruis is een wereldwijde organisatie. Alle nationale verenigingen zijn gelijkwaardig en helpen elkaar. 
"||{'count': 61, 'social_sentence': '61 people like this.'}|61.0||1419050004979851|0.0|https://www.facebook.com/Rode-Kruis-Eye-2-Eye-1419050004979851/|Onze missie is om jongeren met een visuele beperking een leuke weekend of vakantie te bezorgen.|Rode Kruis Eye 2 Eye||Goeree-Overflakkee||http://www.eyetwoeye.nl/||||||
